Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0000114	MADF domain-containing protein (253)	Alcohol dehydrogenase transcription factor myb/sant-like protein (69)								
OG0000115	C2H2-type domain-containing protein (268)	Krueppel-like factor 6 (46)	Krueppel-like factor 2 (5)	Krueppel-like factor 8 (1)						
OG0000116	Fatty acid desaturase domain-containing protein (179)	Stearoyl-CoA desaturase, putative  (104)	Acyl-CoA desaturase (8)	Acyl-CoA desaturase-like (8)	Calcium/calmodulin-dependent protein kinase type 1 (6)	Stearoyl-CoA desaturase 5-like (5)	Major facilitator superfamily (MFS) profile domain-containing protein (5)	Stearoyl-CoA desaturase 5-like protein (3)	Acyl-CoA Delta(11) desaturase-like (1)	
OG0000117	Scavenger receptor class B type I, putative (91)	Scavenger receptor class B, member, putative (73)	Scavenger receptor class B member 1-like protein (34)	Protein croquemort-like (32)	Platelet glycoprotein 4-like protein (31)	Peptidase S1 domain-containing protein (24)	Sensory neuron membrane protein 1-like protein (10)	CD36 (Scavenger receptor class b member 1-like protein) (8)	Scavenger receptor class B member 1-like (6)	Protein croquemort-like protein (4)
OG0000118	ABC transporter domain-containing protein (96)	ATP-binding cassette transporter sub-family H 88708-like protein (84)	ABC transmembrane type-2 domain-containing protein (80)	ABC transporter sub-family G-like protein (16)	ABC transporter G family member 20-like (15)	ABC transporter G family member 20-like protein (12)	ABC transporter-like protein (7)	ABC transporter G family member 20 (ABC transporter sub-family A-like protein 7) (1)	Abc transporter sub-family g-like protein (1)	ABC transporter G family member 23-like isoform X2 (1)
OG0000119	RNA helicase  (195)	ATP-dependent RNA helicase, putative (70)	ATP-dependent RNA helicase, putative (ATP-dependent RNA helicase, putative (Fragment)) (17)	RNA helicase (16)	Helicase ATP-binding domain-containing protein (10)	ATP-dependent RNA helicase-like protein 4 (DEAD-box ATP-dependent RNA helicase 30) (1)	Putative ATP-dependent RNA helicase DDX43-like protein (1)			
OG0000120	None									
OG0000121	Large neutral amino acids transporter small subunit 2-like protein (283)	Large neutral amino acids transporter small subunit 2-like (12)	Large neutral amino acids transporter small subunit 2 (10)	Large neutral amino acids transporter-like protein (Y+L amino acid transporter 2) (4)	Amino acid permease/ SLC12A domain-containing protein (1)					
OG0000122	G-protein coupled receptors family 2 profile 2 domain-containing protein (302)	Innexin (6)	G-protein coupled receptors family 1 profile domain-containing protein (1)							
OG0000123	None									
OG0000124	Flavin-containing monooxygenase  (273)	Flavin-containing monooxygenase 5  (21)	Flavin-containing monooxygenase (11)	Dimethylaniline monooxygenase-like [N-oxide-forming] (3)	Flavin-containing monooxygenase, putative  (1)					
OG0000125	ATP-dependent DNA helicase  (294)	Secreted protein (14)								
OG0000126	Transmembrane protein 188 (137)	Acyl-CoA synthetase, putative  (126)	Acyl-CoA synthetase-like protein (23)	Acyl-CoA synthetase member 2 mitochondrial (Acyl-coa synthetase-like protein) (13)	AMP-binding protein-like protein (6)	AMP-dependent synthetase/ligase domain-containing protein (1)				
OG0000127	Long chain fatty acid CoA ligase, putative  (182)	AMP-dependent synthetase/ligase domain-containing protein (47)	Long chain fatty acid CoA ligase-like protein (34)	Long-chain-fatty-acid--CoA ligase 4 (23)	Long-chain-fatty-acid-CoA ligase 4-like protein (15)	Long-chain-fatty-acid--CoA ligase 3-like protein (5)				
OG0000128	Translation initiation factor 2C-like (259)	Piwi domain-containing protein (39)	Protein argonaute-3-like (7)							
OG0000129	RNA-dependent RNA polymerase  (291)	RNA-directed RNA polymerase  (11)								
OG0000130	Aminopeptidase  (234)	Aminopeptidase A, putative  (39)	Aminopeptidase (10)	Puromycin-sensitive aminopeptidase-like protein (5)	Glutamyl aminopeptidase (5)	Peptidase M1 membrane alanine aminopeptidase domain-containing protein (5)	Aminopeptidase N-like protein (1)	Endoplasmic reticulum aminopeptidase 1 (1)		
OG0000131	adenylate cyclase  (166)	Guanylate cyclase domain-containing protein (83)	Adenylate cyclase type 2-like protein (Adenylyl cyclase class-4 guanylyl cyclase, variant 2) (34)	Ca(2+)/calmodulin-responsive adenylate cyclase-like (3)	Adenylyl cyclase class-4 guanylyl cyclase (3)	Adenylate cyclase type 2 (3)	Adenylate cyclase type 8-like protein (2)	Ca(2+)/calmodulin-responsive adenylate cyclase-like protein (2)	Adenylate cyclase type 2-like (1)	Adenylate cyclase type 2-like protein (1)
OG0000132	Major facilitator superfamily (MFS) profile domain-containing protein (187)	MFS-type transporter-like protein (109)	MFS-type transporter SLC18B1-like protein (1)							
OG0000133	Secreted protein (193)	Secreted protein, putative (104)								
OG0000134	BTB domain-containing protein (209)	Zinc finger protein-like protein (85)								
OG0000135	Chitin-binding type-2 domain-containing protein (154)	Peritrophic membrane chitin binding protein, putative (99)	NodB homology domain-containing protein (27)	Chitin binding (8)	Polysaccharide deacetylase-like protein (6)					
OG0000136	AAA+ ATPase domain-containing protein (142)	26S protease regulatory subunit 7-like protein (42)	26S protease regulatory subunit 4-like (30)	26S protease regulatory subunit 8-like protein (28)	26S protease regulatory subunit 8-like (5)	26S protease regulatory subunit 6B-like (5)	26S protease regulatory subunit 4 (5)	26S protease regulatory subunit 8 (26s protease regulatory subunit 8-like protein) (4)	26S proteasome regulatory subunit 6B (4)	26S protease regulatory subunit 10B (26s protease regulatory subunit 10b-like protein) (3)
OG0000137	Degenerin del-1-like (280)	Secreted protein (10)								
OG0000138	Na+/dicarboxylate, Na+/tricarboxylate and phosphate transporter, putative (Na+/dicarboxylate, Na+/tricarboxylate and phosphate transporter, putative (Fragment)) (161)	Solute carrier family 13 member 5 (70)	Solute carrier family 13 member 5-like (35)	Solute carrier family 13-like protein 2 (14)	Citrate transporter-like domain-containing protein (6)					
OG0000139	Low-density lipoprotein receptor, putative  (277)	MAM and LDL-receptor class A domain-containing protein 1-like protein (6)	MAM and LDL-receptor class A domain-containing protein (2)	MAM domain-containing protein (1)						
OG0000140	G-protein coupled receptors family 3 profile domain-containing protein (181)	Metabotropic glutamate receptor 1, putative (46)	Metabotropic glutamate receptor 3 (28)	Metabotropic glutamate receptor 1-like protein (9)	Metabotropic glutamate receptor 1 (9)	Metabotropic glutamate receptor-like protein (6)	Metabotropic glutamate receptor 3-like protein (2)	Metabotropic glutamate receptor 2-like (1)		
OG0000141	Lachesin-like protein (146)	Ig-like domain-containing protein (117)	Immunoglobulin I-set domain containing protein (15)	Lachesin-like isoform X6 (4)						
OG0000142	Fatty-acid amide hydrolase 2-like protein (124)	Amidase domain-containing protein (115)	Fatty-acid amide hydrolase 2-like (19)	Fatty-acid amide hydrolase 2-like isoform X1 (10)	Glutamyl-tRNA amidotransferase subunit A-like protein (9)	Fatty-acid amide hydrolase 2-like isoform X3 (4)				
OG0000143	None									
OG0000144	Beta-galactosidase  (259)	Glycoside hydrolase 35 catalytic domain-containing protein (20)								
OG0000145	Metalloendopeptidase  (269)	Astacin-like metalloprotease toxin (4)	Metalloendopeptidase (1)	Peptidase M12A domain-containing protein (1)						
OG0000146	Ig-like domain-containing protein (130)	Down syndrome cell adhesion molecule-like protein (119)	Kin of IRRE protein 3-like (23)							
OG0000147	T-box domain-containing protein (111)	T-box transcription factor tbx20, putative (29)	Transcription factor Tbx6, putative (25)	T-box transcription factor, putative (T-box transcription factor, putative (Fragment)) (24)	T-box protein H15-like (24)	T-box transcription factor tbx2, putative (15)	T-box transcription factor TBX20 (14)	T-box transcription factor TBX2-like (14)	T-box transcription factor tbx20 (5)	T-box transcription factor TBX20-like protein (5)
OG0000148	Transporter, putative  (109)	Transporter, putative (93)	Solute carrier 2 (Facilitated glucose transporter) member 8 (41)	Major facilitator superfamily (MFS) profile domain-containing protein (13)	Sugar transporter, putative  (12)	Solute carrier family 2: facilitated glucose transporter member 8-like protein (5)				
OG0000149	5' nucleotidase, putative  (207)	UDP-sugar hydrolase, putative  (22)	5'-nucleotidase-like isoform X1 (20)	Protein 5NUC-like (13)	5'-nucleotidase (9)	Protein 5NUC-like protein (1)				
OG0000150	P-type domain-containing protein (255)	Lysosomal alpha-glucosidase-like protein (18)								
OG0000151	EamA domain-containing protein (130)	Solute carrier family 35 member G1-like protein (108)	Transmembrane protein-like protein (19)	Solute carrier family 35-like protein (9)	EamA-like protein (6)	Innexin (1)				
OG0000152	Choline/carnitine acyltransferase domain-containing protein (180)	carnitine O-palmitoyltransferase  (48)	Choline O-acyltransferase, putative  (44)							
OG0000153	None									
OG0000154	Paired box protein pax2.1, putative (98)	Paired domain-containing protein (30)	Paired box protein Pax-6-like isoform X3 (30)	Paired box protein Pax-3 (23)	Paired box protein Pax-6, putative (Paired box protein Pax-6, putative (Fragment)) (17)	Protein gooseberry-neuro-like (15)	Paired box protein Pax-6 (15)	Paired box protein Pax-6, putative  (12)	Homeobox domain-containing protein (10)	Pax3/7-like protein (9)
OG0000155	Peptidase inhibitor 15 (265)	SCP domain-containing protein (6)								
OG0000156	None									
OG0000157	None									
OG0000158	Latrophilin Cirl (135)	G-protein coupled receptor protein, putative (84)	GPS domain-containing protein (29)	Latrophilin Cirl-like protein (12)	SUEL-type lectin domain-containing protein (6)	Galactose binding lectin domain containing protein 1-like protein (2)	G-protein coupled receptor protein-like protein (1)			
OG0000159	Cuticular protein, putative (203)	Chitin-binding type-2 domain-containing protein (63)								
OG0000160	Cell death protein 3-like protein (101)	Caspase, apoptotic cysteine protease, putative  (88)	Caspase-like protein (43)	Caspase family p20 domain-containing protein (12)	Caspase-6-like isoform X2 (7)	Caspase-3 (6)	Caspase-1-like protein (4)	Caspase (2)	Caspase-1-like isoform 1 (1)	Transmembrane protein 186 (1)
OG0000161	Putative nuclease HARBI1 (Harbinger transposase-derived nuclease) (255)	Putative nuclease HARBI1-like protein (8)								
OG0000162	UDP-glucuronosyltransferase  (20)	UDP-glycosyltransferase (6)	Glycosyl transferase-like protein (2)	DNA repair protein (1)	UDP-glycosyltransferase 203C1 (1)	UDP-glycosyltransferase 203A3 (1)	UDP-glucuronosyltransferase 2A1 (1)	Single-stranded DNA binding (1)	UDP-glycosyltransferase 201B4p-like protein (1)	
OG0000163	Chitin-binding type-2 domain-containing protein (216)	Chitin binding Peritrophin-A domain containing protein 8-like protein (30)	Zasp-like motif domain-containing protein (9)	Chitin binding Peritrophin-A domain containing protein (7)						
OG0000164	Protein Wnt (261)									
OG0000165	LIM zinc-binding domain-containing protein (110)	LIM/homeobox protein Lhx2 (44)	LIM/homeobox protein Lhx9-like protein (36)	Sodium-coupled monocarboxylate transporter 1-like (24)	Rhombotin, putative  (22)	Arrowhead (12)	LIM domain only protein 3-like protein (8)	LIM and coleoptericin domain containing protein (3)	LIM/homeobox protein Awh (2)	
OG0000166	Chitin-binding type-2 domain-containing protein (259)	DFP2-like protein (1)								
OG0000167	Motile sperm domain-containing protein 2-like protein (206)	Motile sperm domain containing 2-like protein (27)	CRAL-TRIO domain-containing protein (22)	Major sperm protein-like protein (5)						
OG0000168	None									
OG0000169	Protein kinase, putative  (126)	Microtubule-associated serine/threonine-protein kinase 3-like (68)	Serine/threonine protein kinase, putative  (50)	PDZ domain-containing protein (6)	Protein kinase domain-containing protein (5)	Microtubule-associated serine/threonine-protein kinase 2-like (4)				
OG0000170	Carboxylic ester hydrolase  (234)	Carboxylesterase, putative  (15)	Acetylcholinesterase, putative  (8)	acetylcholinesterase  (2)						
OG0000171	Peptidyl-prolyl cis-trans isomerase (PPIase)  (219)	Peptidyl-prolyl cis-trans isomerase E (PPIase E)  (37)	Peptidyl-prolyl cis-trans isomerase E  (2)							
OG0000172	None									
OG0000173	DDE Tnp4 domain-containing protein (256)									
OG0000174	None									
OG0000175	Multidrug resistance protein, putative  (73)	Pgp-2p (49)	SMDR1, putative  (33)	ABC transmembrane type-1 domain-containing protein (25)	ABC transporter domain-containing protein (25)	ABC transporter, putative  (8)	ABC transporter sub-family C-like protein (8)	Ubiquitin thioesterase OTU1 (8)	ATP-binding cassette sub-family B member 8, mitochondrial (7)	Multidrug resistance protein 1-like protein (6)
OG0000176	C4b-binding protein beta chain, putative  (80)	Sushi: von Willebrand factor type A: EGF and pentraxin domain-containing protein 1-like protein (59)	Sushi domain-containing protein (47)	Locomotion-related protein Hikaru genki-like (16)	Locomotion-related protein Hikaru genki (15)	Sushi domain containing protein (14)	P-selectin-like protein (13)	p-selectin-like (7)		
OG0000177	Pancreatic lipase-related protein 2-like protein (201)	Pancreatic lipase-related protein 2-like (42)	Lipase domain-containing protein (6)	Ves m 1-like allergen (1)						
OG0000178	None									
OG0000179	HECT-type E3 ubiquitin transferase  (133)	E3 ubiquitin-protein ligase  (111)	E3 ubiquitin-protein ligase HECW1-like protein (1)							
OG0000180	Cytochrome P450 (176)	Cytochrome P450, putative  (42)	Cytochrome P450 49a1-like (8)	Ecdysone 20-monooxygenase-like (6)	Cytochrome p450-like protein 26 (6)	Cytochrome P450 302a1-like protein (4)	Cytochrome P450 CYP302A1 (1)	Cytochrome P450-like protein (1)		
OG0000181	None									
OG0000182	Secreted protein, putative (244)									
OG0000183	Histone-lysine N-methyltransferase SETMAR-like protein (231)	Transposase Tc1-like domain-containing protein (12)								
OG0000184	Alpha-crystallin B chain, putative (88)	Alpha-B-crystallin, putative (68)	Heat shock HSP20 protein, putative (29)	Protein lethal(2)essential for life-like protein (23)	Heat shock protein 20-like protein (19)	SHSP domain-containing protein (9)	Small heat shock protein, putative (Small heat shock protein, putative (Fragment)) (5)	Small heat shock protein-like protein (2)		
OG0000185	None									
OG0000186	Disintegrin-metalloprotease, putative  (112)	Disintegrin and metalloproteinase domain-containing protein 10 (92)	Disintegrin and metalloproteinase domain-containing protein 10-like (19)	Disintegrin and metalloproteinase domain-containing protein 10-like protein (14)	Peptidase M12B domain-containing protein (3)					
