X1,X2,leiden_cluster_id,walktrap6_cluster_id,walktrap4_cluster_id,infomap_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0000179,-4.5897324945763,12.9661126423649,32,22,742,114,1000,HECT-type E3 ubiquitin transferase,GO:0006511; GO:0009966; GO:0016567; GO:0061630 (78),GO:0004842; GO:0009966; GO:0016567 (55)
OG0000180,-12.3103030588463,-0.635445089263504,10,393,743,115,1001,Cytochrome P450,GO:0004497; GO:0005506; GO:0016705; GO:0020037 (197),GO:0004501; GO:0005506; GO:0005789; GO:0020037 (23)
OG0000181,4.81726733185498,-6.98491713516194,56,111,744,116,1002,None,None,NA
OG0000182,-9.19866498969348,2.92585900314372,44,11,745,117,1003,Secreted protein, putative,None,NA
OG0000183,-5.33793195746692,-11.1611885737606,12,40,746,60,1004,Histone-lysine N-methyltransferase SETMAR-like protein,GO:0003676; GO:0008168; GO:0032259 (231),GO:0003676 (12)
OG0000184,-16.0739444162682,-7.44464632980305,1,260,747,1,1005,Alpha-crystallin B chain, putative,GO:0005634; GO:0005737; GO:0009408; GO:0042026; GO:0046872; GO:0051082 (203),GO:0005634; GO:0005737; GO:0009408; GO:0042026; GO:0051082 (29)
OG0000185,-4.86718305609973,-10.855426282806,12,57,748,118,1006,None,None,NA
OG0000186,4.36489525772778,1.10506513603252,6,2,325,119,1007,Disintegrin-metalloprotease, putative,GO:0004222; GO:0005886; GO:0006509; GO:0007219; GO:0007229; GO:0046872 (112),GO:0004222; GO:0006508; GO:0046872 (60)
OG0000187,-18.5436404611901,-7.95489499084431,9,149,749,10,1008,Plexin-B-like protein,GO:0002116; GO:0005886; GO:0007162; GO:0008045; GO:0008360; GO:0017154; GO:0030334; GO:0043087; GO:0050772; GO:0097374; GO:1902287 (79),GO:0007399; GO:0016020; GO:0017154 (45)
OG0000188,-3.6832326319054,8.00246289260905,51,207,750,120,1009,Adenylate cyclase, putative,GO:0008260; GO:0016020; GO:0022857; GO:0055085 (163),GO:0016020; GO:0022857 (77)
OG0000189,-0.694064941628299,-4.42447504512746,3,3,188,14,1010,Glycolate oxidase, putative,GO:0003973; GO:0005777; GO:0010181 (193),GO:0005777; GO:0010181; GO:0016491 (41)
OG0000190,6.26248756386487,18.8863168049626,40,476,751,78,1011,Integrin alpha, putative,GO:0007157; GO:0007229; GO:0008305 (91),GO:0007157; GO:0007229; GO:0016020 (79)
OG0000191,-5.46158536933216,-3.66563442460973,3,27,752,121,1012,CUB domain-containing protein,GO:0016020 (231),GO:0000413; GO:0003755; GO:0006457 (8)
OG0000192,-2.95673164389881,3.83545115478557,5,43,31,21,1013,Lysosomal acid phosphatase-like protein 3,GO:0016020 (238),NA
OG0000193,-3.15051683448108,-0.725493402404373,52,100,753,122,1014,Chymotrypsin-C, putative,GO:0004252; GO:0006508 (238),NA
OG0000194,2.90836539454905,-4.5430595587917,16,382,435,123,1015,Cytochrome P450, putative,GO:0005506; GO:0020037; GO:0070330 (210),GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037 (10)
OG0000195,4.02392009236065,9.67522290237468,15,155,754,27,1016,Inhibitor of apoptosis protein 1 and 2, iap1, iap2, putative,GO:0005634; GO:0005737; GO:0031398; GO:0043027; GO:0043066; GO:0051726; GO:0061630 (110),GO:0043027; GO:0043066 (104)
OG0000196,-2.94470867179187,3.41540720947307,5,3,160,124,1017,Alpha-mannosidase,GO:0004559; GO:0006013; GO:0030246; GO:0046872 (155),GO:0004559; GO:0005764; GO:0006013; GO:0030246; GO:0046872 (70)
OG0000197,-1.8880437280968,3.49952605255168,7,81,755,125,1018,Peptidase M14 carboxypeptidase A domain-containing protein,GO:0004181; GO:0006508; GO:0008270 (195),GO:0004181; GO:0006508; GO:0008270; GO:0016020 (38)
OG0000198,-2.78722604773792,3.737573175507,5,43,756,21,1019,Sema domain-containing protein,GO:0004222; GO:0007411; GO:0016020; GO:0030215; GO:0030335; GO:0045499; GO:0048843; GO:0071526 (49),GO:0030215 (44)
OG0000199,-2.8719156648949,-3.86118707172353,29,2,757,126,1020,Gamma-glutamyltransferase, putative,GO:0005886; GO:0006751; GO:0036374; GO:0102953; GO:0103068 (184),GO:0006751; GO:0036374 (30)
OG0000200,1.66588452793805,-0.220576257628982,28,79,13,70,1021,vesicle-fusing ATPase,GO:0005524; GO:0016887 (147),GO:0005524; GO:0005829; GO:0007031; GO:0016887 (36)
OG0000201,0.273739490286984,-0.55311510078389,34,123,758,127,1022,Ca2+-binding actin-bundling protein,GO:0003779; GO:0005085; GO:0005543; GO:0005737; GO:0005874; GO:0016020; GO:0051693 (130),GO:0003779; GO:0005200; GO:0005543; GO:0008091; GO:0016020; GO:0051693 (66)
OG0000202,2.83693274678809,-4.06068834773976,16,343,494,128,11,SEC14-like protein 3,None,NA
OG0000203,-6.19054159186634,5.1895995426945,20,9,334,89,1023,RB13-6 antigen, putative,GO:0003676; GO:0004528; GO:0031674; GO:0046872; GO:0055120 (230),NA
OG0000204,-2.49953350089344,15.092197923737,49,9,759,23,1024,Alpha-2-macroglobulin,GO:0004867; GO:0005615; GO:0010466; GO:0016020 (189),GO:0004867; GO:0005615; GO:0010466 (18)
OG0000205,-3.38278278373035,-4.3384948682018,6,2,371,129,1025,None,GO:0016020; GO:0022857 (229),NA
OG0000206,1.97943142391888,-12.3721584986873,45,245,374,130,1026,Monocarboxylate transporter, putative (Monocarboxylate transporter, putative (Fragment)),GO:0008028; GO:0015718; GO:0016020 (114),GO:0016020; GO:0022857 (91)
OG0000207,-2.78597673438343,4.15061381347697,5,477,760,131,1027,Protein kinase, putative,GO:0004674; GO:0005524; GO:0006468 (56),GO:0000086; GO:0004693; GO:0005524; GO:0005634; GO:0006468; GO:0007095; GO:0008353 (52)
OG0000208,-11.2307818796471,-3.7026089142986,11,11,98,132,1028,Topoisomerase TOP1-interacting protein BTBD1, putative (Fragment),GO:0005829; GO:0022008 (226),NA
OG0000209,-2.60752328894886,-0.875899405402725,52,3,126,133,1029,C-type lectin domain-containing protein,GO:0001872; GO:0071226 (104),GO:0016020 (64)
OG0000210,-0.423394289238773,0.534868269043381,29,107,23,59,1030,Calcitonin receptor, putative (Calcitonin receptor, putative (Fragment)),GO:0004930; GO:0016020 (116),GO:0004930; GO:0007166; GO:0016020 (109)
OG0000211,-18.6563552286461,-8.06554076187093,9,149,761,10,1031,calcium/calmodulin-dependent protein kinase,GO:0004674; GO:0005524; GO:0006468 (50),GO:0004672; GO:0005524; GO:0006468; GO:0035556 (44)
OG0000212,-3.01715978644641,-4.41419026367146,6,171,762,134,1032,Ubiquitin protein ligase, putative,GO:0000151; GO:0000209; GO:0005524; GO:0005634; GO:0006511; GO:0016874; GO:0031625; GO:0061631 (99),GO:0005524; GO:0016740 (57)
OG0000213,5.59135452248303,-7.82415577880818,56,92,131,111,1033,None,None,NA
OG0000214,-8.2547486688927,-2.05669883005101,39,478,763,135,1034,Twitchin,GO:0004672; GO:0005524; GO:0006468; GO:0009653; GO:0030154 (221),NA
OG0000215,2.57262373306004,3.2873196888737,7,41,189,136,1035,Phospholipase A2 domain-containing protein,GO:0004623; GO:0005576; GO:0006644; GO:0016042; GO:0050482 (113),GO:0006644; GO:0016042; GO:0047498; GO:0050482 (90)
OG0000216,-3.2779682543114,-2.83428873233277,13,204,344,137,1036,Cystatin, putative,GO:0004869; GO:0005615; GO:0005737; GO:0016020; GO:0031982; GO:2000117 (89),GO:0004869 (85)
OG0000217,-2.90573152564319,-6.5718750666805,47,479,764,138,1037,None,None,NA
OG0000218,1.63836124874798,1.72717192657512,42,72,18,139,1038,Solute carrier, putative (Solute carrier, putative (Fragment)),GO:0005886; GO:0008324 (128),GO:0008324; GO:0016020 (91)
OG0000219,-8.89753755591663,3.25320008285564,14,317,221,16,1039,Ubiquitin-conjugating enzyme E2 Z-like protein,None,NA
OG0000220,-8.574293461068,-2.02071663848836,39,300,765,53,1040,Laminin EGF-like domain-containing protein,GO:0005576 (67),GO:0016020 (53)
OG0000221,-12.5494979288414,-0.335258455199783,10,47,102,88,1041,Vitellogenin,GO:0005319 (217),NA
OG0000223,-11.6753171350792,-4.08604988567311,44,480,766,132,1042,PiggyBac transposable element-derived protein domain-containing protein,GO:0004803; GO:0005634; GO:0098038 (216),NA
OG0000224,-0.945751276238284,1.90858605392497,11,3,77,19,1043,Carbonic anhydrase,GO:0004089; GO:0008270 (99),GO:0004089; GO:0005886; GO:0006730; GO:0008270 (47)
OG0000225,-11.6267827417687,-4.07349369041402,44,79,13,70,1044,Phospholipase B-like,GO:0004620; GO:0016042 (115),GO:0004620; GO:0005576; GO:0009395 (90)
OG0000226,-1.21960863135608,5.08617594726604,21,189,288,140,1045,Solute carrier family 26 member 10-like protein,GO:0016020; GO:0055085 (131),GO:0008509; GO:0016020; GO:0098661 (72)
OG0000227,0.341733608023801,0.665879993515427,28,129,182,141,1046,N-acetylated-alpha-linked acidic dipeptidase 2-like,GO:0016020 (214),NA
OG0000228,-0.469855394585452,3.63866379745525,31,81,77,74,61,RING-type domain-containing protein,GO:0004842; GO:0016567; GO:0046872 (58),GO:0008270; GO:0031625; GO:0032440; GO:0033209; GO:0043122; GO:0046330; GO:0060255; GO:0070534 (48)
OG0000229,-8.37133249305042,-1.84806296340901,39,52,767,142,1047,Cubilin, putative,GO:0004222; GO:0004714; GO:0005509 (99),GO:0005509 (43)
OG0000230,-7.72430833838733,6.07459309585612,4,75,768,5,1048,SCP domain-containing protein,GO:0005576 (203),GO:0016020 (9)
OG0000231,-2.53282293341907,3.49487593658488,5,43,31,21,1049,Sphingomyelin phosphodiesterase, putative,GO:0005576; GO:0006629; GO:0008081; GO:0016829; GO:0046872 (167),GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0031640; GO:0046872; GO:0090729 (44)
OG0000232,4.65586868263928,-2.7695285661124,50,121,113,3,1050,Complement C3-like,GO:0005576 (208),NA
OG0000233,2.787772077696,6.28065255172771,11,49,8,85,1051,Protein kinase domain-containing protein,GO:0004674; GO:0005524; GO:0006468; GO:0006914 (100),GO:0004672; GO:0005524; GO:0006468; GO:0016020 (49)
OG0000234,-2.38058694861682,-6.6992239665218,47,125,769,36,1052,None,None,NA
OG0000235,-18.5890487100914,-8.0002927493282,9,149,770,10,1053,Nuclear receptor subfamily 2 group F member 1-A-like protein,GO:0003700; GO:0005634; GO:0008270; GO:0043565 (125),GO:0005634 (45)
OG0000236,-1.83325084708484,1.71109011657756,18,41,771,39,1054,J domain-containing protein,GO:0005634; GO:0005737; GO:0030544; GO:0044183; GO:0051082; GO:0051087; GO:0061077 (97),GO:0005634; GO:0005737; GO:0044183; GO:0051082; GO:0051087; GO:0061077 (42)
OG0000237,-3.93297847770008,-3.09794595949132,13,54,147,143,1055,Methyltransferase type 11 domain-containing protein,GO:0008168; GO:0016020 (207),NA
OG0000238,-1.27031215689929,5.56320240982097,21,143,772,103,1056,Amino acid transporter,GO:0015293; GO:0016020; GO:1902475 (89),GO:0015293; GO:0016020 (74)
OG0000239,2.90598542578665,6.31343510635417,11,49,773,19,1057,Chromo domain-containing protein,GO:0000792; GO:0005634; GO:0006325 (96),GO:0000122; GO:0000785; GO:0003682; GO:0006325; GO:0016787; GO:0035064; GO:0035102 (38)
OG0000240,2.25523659922329,-5.43404647819478,3,223,774,144,1058,None,None,NA
OG0000241,3.7797915074989,-1.46365544311482,4,41,775,145,1059,GATA-type domain-containing protein,GO:0003700; GO:0005634; GO:0006357; GO:0008270; GO:0043565 (157),GO:0000122; GO:0000978; GO:0000981; GO:0005634; GO:0008270; GO:0045165; GO:0045944 (41)
OG0000242,2.77798567675201,6.37028363235515,11,49,8,85,1060,Cationic amino acid transporter, putative,GO:0016020; GO:0022857 (95),GO:0005886; GO:0006865; GO:0015171 (87)
OG0000243,-7.57585939429554,6.02704480178874,4,3,47,146,1061,Gamma-interferon inducible lysosomal thiol reductase, putative,GO:0016491; GO:0016671 (149),GO:0016671 (56)
OG0000244,0.807083997504392,10.772633104401,8,298,776,38,1062,Cuticle protein 14 isoform a,GO:0042302 (205),NA
OG0000245,-5.26421388648304,-11.434114904327,12,40,777,60,1063,Transposable element P transposase/THAP9 conserved domain-containing protein,GO:0004803; GO:0006313 (204),NA
OG0000246,1.98696813322751,-9.17128941528279,22,301,409,147,1064,High-affinity choline transporter 1,GO:0016020; GO:0022857 (154),GO:0005307; GO:0005886; GO:0008292; GO:0015871 (49)
OG0000247,-7.36426481269153,-7.33628317825276,26,481,778,148,1065,Ig-like domain-containing protein,None,NA
OG0000248,-11.2023423578575,-3.96001169197041,44,11,779,149,1066,40S ribosomal protein S27A, putative,GO:0003735; GO:0006412; GO:0016567; GO:0019941; GO:0022627; GO:0031386; GO:0031625 (89),GO:0003735; GO:0005634; GO:0005737; GO:0005840; GO:0006412; GO:1990904 (63)
OG0000249,-2.9598210718468,3.64879467971843,5,79,160,70,1067,Mechanosensory protein 2-like protein,GO:0005886 (201),NA
OG0000250,-3.10032495520862,-6.55644604675252,47,103,780,105,1068,None,None,NA
OG0000251,-3.97444089911731,7.90894082077068,51,164,781,150,1069,ABC transporter domain-containing protein,GO:0005524; GO:0016020; GO:0016887; GO:0140359 (178),GO:0005524; GO:0016887 (23)
OG0000252,-1.02831300757679,-1.96354374401051,57,34,782,151,1070,Dynein heavy chain: cytoplasmic-like protein,GO:0005524; GO:0005737; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959 (111),GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959 (61)
OG0000253,4.92391124703137,-6.87090727798421,56,111,9,116,1071,None,None,NA
OG0000254,-8.64541944525989,2.92281010635417,13,482,783,102,1072,None,None,NA
OG0000255,-1.01720603965076,2.84287932403606,15,81,784,27,1073,Myosin motor domain-containing protein,GO:0003774; GO:0005524; GO:0016459; GO:0030017; GO:0051015 (63),GO:0003774; GO:0003779; GO:0005524; GO:0016459; GO:0030017 (48)
OG0000256,4.11706438996045,9.53070023544353,15,155,785,27,1074,G-protein coupled receptors family 1 profile domain-containing protein,GO:0004995; GO:0005886 (85),GO:0004995; GO:0005886; GO:0007218; GO:0050254 (35)
OG0000257,1.5147449109718,1.61367896087688,42,226,46,42,1075,Glucosylceramidase,GO:0004348; GO:0006665 (113),GO:0004348; GO:0006680 (77)
OG0000258,-3.93947490714344,7.8121638584904,51,182,298,152,1076,None,None,NA
OG0000259,1.18509808518139,10.7426381398014,58,483,786,153,1077,Kettin, putative,GO:0005886; GO:0007155; GO:0007411 (198),NA
OG0000260,5.35291281677929,2.9016208935551,48,3,88,72,1078,Membrane-associated RING finger containing protein, putative (Membrane-associated RING finger containing protein, putative (Fragment)),GO:0004842; GO:0008270; GO:0016020; GO:0016567 (167),GO:0008270 (32)
OG0000262,3.98998132683484,9.16199162490886,15,50,787,113,1079,RING-type E3 ubiquitin transferase,GO:0008270; GO:0061630 (115),GO:0046872 (80)
OG0000263,15.2989985082313,7.8600793171696,14,484,788,154,1080,None,None,NA
OG0000264,-1.09146460555347,1.71200039871257,18,91,433,155,1081,Potassium channel domain-containing protein,GO:0015271; GO:0016020; GO:0022841; GO:0030322; GO:0071805 (144),GO:0005267; GO:0016020 (42)
OG0000265,-3.97415479682239,-2.95815634839017,13,117,172,156,1082,ADP-ribosylation factor,GO:0003924; GO:0005525; GO:0005794; GO:0015031; GO:0016192; GO:0051649 (80),GO:0003924; GO:0005525; GO:0016192; GO:0051649 (72)
OG0000266,-2.23974737189563,14.132574586945,35,48,789,48,1083,VWFC domain-containing protein,GO:0004867; GO:0010466 (105),GO:0004867; GO:0005576; GO:0008061; GO:0010466 (50)
OG0000267,1.39379075504986,-0.709743232650345,24,79,790,157,1084,Fibroblast growth factor receptor 3-like protein,GO:0004713; GO:0005524; GO:0006468 (47),GO:0004714; GO:0005524; GO:0006468; GO:0007169; GO:0033674; GO:0043235 (30)
OG0000268,-10.1209910776451,-6.65938374511678,24,485,791,158,1085,EF-hand domain-containing protein,GO:0005509 (195),NA
OG0000269,-1.77742609046253,1.84651902206462,18,143,792,159,1086,C2 domain-containing protein,GO:0016020 (122),GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0006906; GO:0014059; GO:0017158; GO:0030276; GO:0030424; GO:0035005; GO:0045202; GO:0046854; GO:0048791; GO:0070382; GO:0071277; GO:0098793 (37)
OG0000270,-10.4336608316735,-7.13332364074666,24,486,793,29,1087,Low-density lipoprotein receptor-like protein,GO:0016020 (157),GO:0004252; GO:0005886 (37)
OG0000271,3.56832716204373,14.4260487843327,40,487,794,78,1088,None,None,NA
OG0000272,-1.35855039618763,6.06808045394939,21,143,795,98,1089,Phospholipid-transporting ATPase,GO:0000287; GO:0005524; GO:0015914; GO:0016020; GO:0016887; GO:0140326 (67),GO:0000287; GO:0005524; GO:0005802; GO:0005886; GO:0016887; GO:0045332; GO:0140326 (57)
OG0000273,-0.578975525124393,5.8057523060612,11,143,796,160,1090,Smoothelin-like protein 1,None,NA
OG0000274,-0.869648304207645,1.68046477325481,42,252,13,70,1091,Beta-1,4-N-acetylgalactosaminyltransferase,GO:0005794; GO:0005975; GO:0006688; GO:0008378; GO:0016020; GO:0033207; GO:0033842; GO:0070085 (43),GO:0005975; GO:0006486; GO:0008270; GO:0016020; GO:0016757 (43)
OG0000275,5.13792673088757,-7.49699971191365,56,92,797,111,1092,None,None,NA
OG0000276,-2.56081851981433,-6.63711473457295,12,40,798,36,1093,Secreted protein,None,NA
OG0000277,-11.5518058206871,-4.37678191177327,44,11,799,117,1094,ETS domain-containing protein,GO:0003700; GO:0005634; GO:0006357; GO:0043565 (152),GO:0000981; GO:0005634; GO:0006357; GO:0043565 (41)
OG0000278,-11.2224000360802,-3.84051820747334,18,91,103,161,1095,RNA helicase,GO:0003724; GO:0003743; GO:0005524; GO:0016787; GO:0043229 (36),GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0010494; GO:0016787; GO:0016973 (36)
OG0000279,-2.95444759391101,15.2651772785954,49,26,314,162,1096,Potassium-dependent sodium-calcium exchanger, putative (Potassium-dependent sodium-calcium exchanger, putative (Fragment)),GO:0006816; GO:0015297; GO:0016020 (176),GO:0005262; GO:0006874; GO:0008273; GO:0016020; GO:0070588 (15)
OG0000280,-3.74824794791492,8.11643651016277,51,164,343,163,1097,beta-N-acetylhexosaminidase,GO:0004563; GO:0005975; GO:0102148 (121),GO:0004563; GO:0005764; GO:0005975; GO:0006689; GO:0016020; GO:0030203; GO:0102148 (51)
OG0000281,-5.43518384955677,5.06913521774333,23,488,800,164,1098,alkaline phosphatase,GO:0004035; GO:0016311; GO:0046872 (79),GO:0004035; GO:0046872 (66)
OG0000282,4.31704274155346,0.748581438141281,59,16,325,119,1099,Hemocyte protein-glutamine gamma-glutamyltransferase-like protein,GO:0003810; GO:0018149; GO:0046872 (149),GO:0003810; GO:0018149 (29)
OG0000283,-11.8055184748009,4.4430346775822,5,260,31,165,1100,Tetraspanin,GO:0016020 (190),NA
OG0000284,3.59479168392865,-4.85857722274739,60,127,138,166,1101,Deoxyribonuclease II, putative,GO:0004531; GO:0006309 (118),GO:0004531 (57)
OG0000285,1.82161489464489,-11.6575674723812,21,143,204,167,1102,Calcium-dependent cysteine protease, putative,GO:0004198; GO:0006508 (95),GO:0004198; GO:0005509; GO:0005737; GO:0006508 (86)
OG0000286,-3.95666107199939,-3.05412489287335,13,54,147,137,1103,Legumain, putative,GO:0004197; GO:0005773; GO:0006624; GO:0051603 (111),GO:0006508; GO:0008234 (63)
OG0000287,2.42103425003735,-4.14077577106435,16,153,358,168,1104,Monocarboxylate transporter, putative,GO:0016020; GO:0022857 (153),GO:0016020 (34)
OG0000288,-3.65460285208972,7.85832074173015,51,164,801,169,1105,Reverse transcriptase-like protein,GO:0003964 (187),NA
OG0000289,2.68911797143666,4.26911261566203,7,50,802,19,1106,DM domain-containing protein,GO:0005634; GO:0006355; GO:0043565; GO:0046872 (158),GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007548; GO:0046872 (17)
OG0000290,5.85345092751233,-7.67993018142659,56,92,131,111,1107,None,None,NA
OG0000291,3.99213913418499,-4.86589929573018,60,53,170,170,1108,guanylate cyclase,GO:0004383 (42),GO:0004383; GO:0035556 (36)
OG0000292,-0.372585621102176,3.037377863007,54,129,182,171,1109,P/Homo B domain-containing protein,GO:0004252; GO:0006508 (75),GO:0004252; GO:0005802; GO:0016020; GO:0016486 (29)
OG0000293,4.79528978802411,-6.99859950057942,56,111,803,116,1110,None,None,NA
OG0000294,1.52960351444928,-4.45682534687001,61,3,24,124,1111,Cytochrome P450, putative,GO:0005506; GO:0016020; GO:0020037; GO:0070330 (122),GO:0004497; GO:0005506; GO:0016705; GO:0020037 (52)
OG0000295,-11.9279254343346,4.47227814682048,2,13,73,2,1112,Protein Skeletor: isoforms B/C-like protein,None,NA
OG0000296,-2.3322919275597,-0.822059125823563,52,100,126,133,1113,procollagen-proline 4-dioxygenase,GO:0004656; GO:0005506; GO:0005783; GO:0005788; GO:0018401; GO:0031418 (65),GO:0004656; GO:0005506; GO:0005783; GO:0018401; GO:0031418 (50)
